"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014856","R0535A12","NEW ALGORITHM FOR UMKEHR DATA REDUCTION","2009-09-11","1996-03-11","NEW","Accepted","Closed","1996-01-01","1996-12-31","N","0.000","N","N","$36,150.00","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1996 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014857","R0535A14","CUSTOM EQUIPMENT PURCHASE - HOLDBACK","2009-09-11","1996-04-30","NEW","Accepted","Closed","1996-04-01","1998-03-31","N","0.000","N","N","$3,600.00","FEDERAL CENTRE SPACE RESEARCH","CENTRES OF EXCELLENCE (FEDERAL)","1996 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014858","R0535A15","OZONE VARIABILITY ASSESSMENT FOR UV SENSORS","2009-09-11","1997-01-22","NEW","Accepted","Closed","1996-12-01","1997-03-31","N","0.000","N","N","$22,931.44","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014859","R0535A20","PRELIMINARY STUDY OF CORRELATION OF SURFACE OZONE WITH M","2009-09-11","1997-01-22","NEW","Accepted","Closed","1997-06-01","1997-12-31","N","0.000","N","N","$10,164.00","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014861","R0535A17","ISTS INCENTIVE - KOSTIS GIOULGKIDIS","2009-09-11","1997-01-22","NEW","Accepted","Closed","1997-06-01","1997-08-31","N","0.000","N","N","$502.00","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014862","R0535A18","BREWER SOFTWARE DEVELOPMENT SERVICES","2009-09-11","1997-06-18","NEW","Accepted","Closed","1997-06-20","1997-09-30","N","0.000","N","N","$24,596.00","ENVIRONMENT CANADA","RESEARCH CONTRACTS","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014863","R0535A19","SOFTWARE CONSULTING CONVERT BREWER SPECTROPHOTOMETER FIL","2009-09-11","1997-08-01","NEW","Accepted","Closed","1997-05-01","1998-03-31","N","0.000","N","N","$4,680.00","ENVIRONMENT CANADA","ATMOSPHERIC ENVIRONMENT SERVICE","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014864","R0535A21","LIQUID MIRROR TELESCOPE - PHASE II","2009-09-11","1997-01-22","NEW","Accepted","Closed","1997-04-01","1997-12-31","N","0.000","N","N","$12,000.00","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014865","R0535A22","STRATOSPHERIC MINOR CONSTITUENTS","2009-09-11","1997-12-01","NEW","Accepted","Closed","1998-01-01","1998-03-31","N","0.000","N","N","$9,250.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014866","R0535A23","GROUND-BASED STUDIES OF VARIABILITY OF THE STRUCTURE AND","2009-09-11","1997-12-01","NEW","Accepted","Closed","1998-01-01","1999-03-31","N","0.000","N","N","$47,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014867","R0535A24","SPACE-BASED STUDIES OF VARIABILITY OF THE STRUCTURE AND","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-04-01","1999-03-31","N","0.000","N","N","$79,643.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014868","R0535A25","THEME DIRECTOR DESCRETIONARY ALLOWANCE","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-04-01","2002-03-31","N","0.000","N","N","$25,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014869","R0535A26","ATMOSPHERIC CHEMISTRY EXPERIEMENT (ACE)","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-04-01","1998-10-31","N","0.000","N","N","$20,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014870","R0535A28","MOLECULAR OXYGEN IMAGER (MOXI)","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-06-01","1999-03-31","N","0.000","N","N","$49,996.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014871","R0535A27","CRESTECH BUSINESS DEVELOPMENT WORKSHOP","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-07-01","1998-12-31","N","0.000","N","N","$1,285.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014872","R0535A30","REMOTE SENSING OF GRAVITY WAVES AND STRUCTURE OF THE MID","2009-09-11","1998-03-13","NEW","Accepted","Closed","1999-04-01","2000-03-31","N","0.000","N","N","$247,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014873","R0535A30001","REMOTE SENSING OF GRAVITY WAVES AND STRUCTURE OF THE MID","2009-09-11","1999-01-01","RNW","Accepted","Closed","2000-04-01","2002-03-31","N","0.000","N","N","$727,017.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1999 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014874","R0535A29","SPORADIC-E","2009-09-11","1998-11-01","NEW","Accepted","Closed","1998-11-01","2004-12-31","N","0.000","N","N","$3,900.00","ALPENS","RESEARCH GRANT","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014875","R0535A33","GRAVITY WAVE IMAGER INFRARED (GWIM-IR)","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-12-01","2000-03-31","N","0.000","N","N","$50,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014876","R0535A34","GRAVITY WAVE IMAGER - INFRARED (GWIM-IR)","2009-09-11","1998-01-26","NEW","Accepted","Closed","1998-12-01","2000-03-31","N","0.000","N","N","$68,525.00","CANADIAN SPACE AGENCY","GRANT","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014877","R0535A31","SPEX MONOCHROMATOR","2009-09-11","1999-05-04","NEW","Accepted","Closed","1999-05-01","2001-12-31","N","0.000","N","N","$5,134.00","AUSTRALIAN ANTARCTIC DIVISION","CONTRACT","1999 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014878","R0535A32","ONGOING MODE ACTIVITIES","2009-09-11","1999-05-07","NEW","Accepted","Closed","1999-05-01","1999-12-31","N","0.000","N","N","$3,000.00","YORK UNIVERSITY","RESEARCH GRANT","1999 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014879","R0535A35","ACE SATELLITE INSTRUMENT","2009-09-11","1999-07-15","NEW","Accepted","Closed","1999-08-01","2001-12-31","N","0.000","N","N","$25,934.00","BOMEM INC","CONTRACT","1999 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014880","","THE ALOMAR TEMPERATURE AND WAVES FACILITY","2009-09-11","1999-10-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$817,666.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH OPPORTUNITIES","1999 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014882","R0535A37","ATMOSPHERIC STUDIES","2009-09-11","2000-03-01","NEW","Accepted","Closed","2000-12-01","2011-12-31","N","0.000","N","N","$40,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","2000 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014883","R0535A38","ATMOSPHERIC CHEMISTRY EXPERIMENT (ACE)","2009-09-11","2000-12-11","NEW","Accepted","Closed","2000-10-01","2001-03-31","N","0.000","N","N","$6,000.00","CANADIAN SPACE AGENCY","RESEARCH CONTRACT","2000 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014884","","THE MICRO-SATELLITE GLOBAL WAVE IMAGER AND MAPPER","2009-09-11","2001-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$842,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH OPPORTUNITIES","2001 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014885","","LONG TERM TREND IN MIDDLE ATMOSPHERE TEMPERATURES","2009-09-11","2001-04-30","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$429,124.00","CNDN FDN CLIMATE & ATMOSPHERIC SCIENCES","RESEARCH GRANT","2001 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014886","R0535A40","THE MICROSATELLITE GRAVITY WAVE IMAGER AND MAPPER (MICRO","2009-09-11","2001-09-17","NEW","Accepted","Closed","2001-12-14","2002-06-30","N","0.000","N","N","$49,985.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","2001 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014887","R0535A42","THE MICRO-SATELLITE GLOBAL WAVE IMAGER AND MAPPER","2009-09-11","2001-11-01","NEW","Accepted","Closed","2002-04-01","2005-03-31","N","0.000","N","N","$935,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","MISCELLANEOUS PROJECT GRANT","2001 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014889","R0535A41","GWIM PHASE A","2009-09-11","2002-02-28","NEW","Accepted","Closed","2002-03-01","2004-03-31","N","0.000","N","N","$100,000.00","CANADIAN SPACE AGENCY","RESEARCH CONTRACT","2002 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014890","R0535A41001","GWIM PHASE B","2009-09-11","2003-06-30","RNW","Accepted","Closed","2002-03-01","2005-07-31","N","0.000","N","N","$100,000.00","CANADIAN SPACE AGENCY","RESEARCH CONTRACT","2003 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014891","R0535A43","BRAZIL-CANADA COLLABORATION IN ATMOSPHERIC AND MICROGRAV","2009-09-11","2003-12-01","NEW","Accepted","Closed","2003-12-01","2003-12-31","N","0.000","N","N","$3,926.00","FOREIGN AFFAIRS INTL TRADE CANADA","GOING GLOBAL SCIENCE & TECHNOLOGY PROGRAM","2003 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014892","","GWIM - GRAVITY WAVE IMAGER AND MAPPER FOR THE EQUARS MIS","2009-09-11","2004-02-26","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1,161,035.00","CANADIAN SPACE AGENCY","RESEARCH CONTRACT","2004 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014894","R0535A44","AIRGLOW EARTHQUAKE PERCURSORS AND THEIR DETECTION FROM S","2009-09-11","2005-04-05","NEW","Accepted","Closed","2005-03-01","2005-09-30","N","0.000","N","N","$1.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","2005 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000014895","R0535000","OVERHEAD RECOVERY","2009-09-11","2005-11-28","ICA","Accepted","Accepted","1986-05-01","2014-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","2005 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000018635","X1277A03","OVERHEAD RECOVERY - LOWE, R.","2009-09-11","1986-05-20","NEW","Accepted","Closed","1986-05-01","2006-04-30","N","0.000","N","N","$1,830.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","1986 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000018876","X0930A06","CRESTECH OVERHEAD FUNDS","2009-09-11","1998-01-01","NEW","Accepted","Accepted","1998-01-01","2014-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","1998 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000030326","R0535A46","Gravity Wave Characterization","2012-02-21","2012-05-31","NEW","Accepted","Accepted","2012-04-01","2013-03-31","N","0.000","N","N","$6,000.00","FUNDS TRANSFER ACCOUNTS","NSERC RESIDUAL AWARD","2012 COMPETITION","Atmospheric Dynamics"
"Lowe,Robert P","Lowe,Robert P","PI",230800,"Physics & Astronomy","0000030326","R0535A46","Gravity Wave Characterization","2012-02-21","2012-05-31","NEW","Accepted","Accepted","2012-04-01","2013-03-31","N","0.000","N","N","$6,000.00","FUNDS TRANSFER ACCOUNTS","NSERC RESIDUAL AWARD","2012 COMPETITION","Gravity Waves"
"Lowe,Robert P","MacDougall,John","CPI",230800,"Physics & Astronomy","0000014887","R0535A42","THE MICRO-SATELLITE GLOBAL WAVE IMAGER AND MAPPER","2009-09-11","2001-11-01","NEW","Accepted","Closed","2002-04-01","2005-03-31","N","0.000","N","N","$935,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","MISCELLANEOUS PROJECT GRANT","2001 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Turnbull,David N","CPI",230800,"Physics & Astronomy","0000014854","R0535A08","MESOPAUSE TEMPERATURE LIMB SOUNDER","2009-09-11","1996-03-11","NEW","Accepted","Closed","1996-07-15","1997-09-30","N","0.000","N","N","$62,004.00","ONTARIO CENTRE SPACE TERRESTRIAL SCIENCE","CENTRES OF EXCELLENCE (ONT)","1996 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Turnbull,David N","CPI",230800,"Physics & Astronomy","0000014863","R0535A19","SOFTWARE CONSULTING CONVERT BREWER SPECTROPHOTOMETER FIL","2009-09-11","1997-08-01","NEW","Accepted","Closed","1997-05-01","1998-03-31","N","0.000","N","N","$4,680.00","ENVIRONMENT CANADA","ATMOSPHERIC ENVIRONMENT SERVICE","1997 - CONVERSION","FR0P Conversion"
"Lowe,Robert P","Turnbull,David N","CPI",230800,"Physics & Astronomy","0000014869","R0535A26","ATMOSPHERIC CHEMISTRY EXPERIEMENT (ACE)","2009-09-11","1998-03-13","NEW","Accepted","Closed","1998-04-01","1998-10-31","N","0.000","N","N","$20,000.00","ONTARIO CENTRES EXCELLENCE INC","CENTRE OF EXCELLENCE FOR EARTH AND ENVIRONMENTAL TECHNOLOGIE","1998 - CONVERSION","FR0P Conversion"
"Luan,Ben","Luan,Ben","PI",230600,"Chemistry","0000031816","","Biomimetic Surface Engineering for Hip Implant","2012-10-16","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$87,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Manufacturing Processes (Industrial Engineering)"
"Luan,Ben","Luan,Ben","PI",230600,"Chemistry","0000031816","","Biomimetic Surface Engineering for Hip Implant","2012-10-16","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$87,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Materials Preparation or Fabrication"
"Luan,Ben","Luan,Ben","PI",230600,"Chemistry","0000031816","","Biomimetic Surface Engineering for Hip Implant","2012-10-16","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$87,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Materials Processing and Finishing"
"Luan,Ben L.","Luan,Ben L.","PI",230600,"Chemistry","0000017952","R3443A01","COATING OF MAGNESIUM ALLOYS FOR AUTOMOTIVE APPLICATIONS","2009-09-11","2002-11-01","NEW","Accepted","Closed","2003-04-01","2008-03-31","N","0.000","N","N","$182,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2002 - CONVERSION","FR0P Conversion"
"Luan,Ben L.","Luan,Ben L.","PI",230600,"Chemistry","0000017953","","THERAPUTIC BIOCOMPATIBLE HYDROXYAPATITE DEPOSITION ON TI","2009-09-11","2006-11-01","RNW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$250,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2006 - CONVERSION","FR0P Conversion"
"Luan,Ben L.","Luan,Ben L.","PI",230600,"Chemistry","0000017954","","CHEMO-BIOMIMETIC DEPOSITION OF HYDROXYAPATITE FOR HIP IM","2009-09-11","2007-11-01","RNW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$185,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","FR0P Conversion"
"Luan,Ben L.","Luan,Ben L.","PI",230600,"Chemistry","0000017955","R3443A02","COATING OF MG ALLOY FOR AUTOMOTIVE APPLICATIONS","2009-09-11","2008-05-08","NEW","Accepted","Accepted","2008-04-01","2014-03-31","N","0.000","N","N","$22,321.52","FUNDS TRANSFER ACCOUNTS","NSERC RESIDUAL AWARD","2008 - CONVERSION","FR0P Conversion"
"Lui,Edmund M","Bernards,Mark A","CPI",231200,"Department of Biology","0000007236","R2402A06","A PILOT STUDY TO EVALUATE: A MULTI-DISCIPLINARY APPROACH","2009-09-11","2004-02-16","NEW","Accepted","Closed","2004-11-01","2005-11-30","N","0.000","N","N","$70,541.00","HEALTH CANADA","NATIONAL HEALTH PRODUCTS RESEARCH PROGRAM","2004 - CONVERSION","FR0P Conversion"
"Luke,Trevor M","Luke,Trevor M","PI",230400,"Applied Mathematics","0000015476","R1028A01","STRUCTURE & TRANSITION IONS","2009-09-11","1993-11-01","NEW","Accepted","Closed","1994-04-01","1997-03-31","N","0.000","N","N","$114,300.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1993 - CONVERSION","FR0P Conversion"
"Luke,Trevor M","Luke,Trevor M","PI",230400,"Applied Mathematics","0000015477","R1028A01001","ELECTRONIC STRUCTURE AND RADIATIVE TRANSITIONS IN COMPLE","2009-09-11","1996-11-01","RNW","Accepted","Closed","1997-04-01","2001-03-31","N","0.000","N","N","$178,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1996 - CONVERSION","FR0P Conversion"
"Luke,Trevor M","Luke,Trevor M","PI",230400,"Applied Mathematics","0000015478","R1028A01002","FINE STRUCTURE AND TRANSITION RATES IN COMPLEX IONS","2009-09-11","2000-11-01","RNW","Accepted","Closed","2001-04-01","2007-03-31","N","0.000","N","N","$30,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2000 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Bauer,Michael A","CPI",231100,"Computer Science","0000016840","R2461A09","UPDATING AN EXPERIMENTAL LAB FOR MANAGEMENT FOR DISTRIBU","2009-09-11","2000-07-01","NEW","Accepted","Closed","2001-04-01","2003-03-31","N","0.000","N","N","$28,754.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2000 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Bauer,Michael A","CPI",231100,"Computer Science","0000016843","R2461A11","UPDATING AN EXPERIMENTAL LABORATORY TO SUPPORT CLUSTERS","2009-09-11","2003-11-01","NEW","Accepted","Closed","2004-04-01","2006-03-31","N","0.000","N","N","$47,796.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2003 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Bauer,Michael A","CPI",231100,"Computer Science","0000016845","R2461A13","AUTONOMIC COMPUTING IN GRID SYSTEMS","2009-09-11","2005-12-01","NEW","Accepted","Closed","2005-12-01","2010-12-31","N","0.000","N","N","$235,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2005 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Katchabaw,Mike","CPI",231100,"Computer Science","0000016843","R2461A11","UPDATING AN EXPERIMENTAL LABORATORY TO SUPPORT CLUSTERS","2009-09-11","2003-11-01","NEW","Accepted","Closed","2004-04-01","2006-03-31","N","0.000","N","N","$47,796.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2003 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016828","R2461A01","DISTRIBUTED COMPUTING SYSTEMS","2009-09-11","1992-11-01","NEW","Accepted","Closed","1993-04-01","1996-03-31","N","0.000","N","N","$84,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1992 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016829","R2461A01001","ENSURING EXPECTED RUN-TIME BEHAVIOUR OF DISTRIBUTED SYST","2009-09-11","1995-11-01","RNW","Accepted","Closed","1996-04-01","1998-03-31","N","0.000","N","N","$90,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1995 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016830","R2461A01002","POLICY-DRIVEN MANAGEMENT FOR DISTRIBUTED SYSTEMS AND APP","2009-09-11","1997-11-01","RNW","Accepted","Closed","1998-04-01","2003-03-31","N","0.000","N","N","$157,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1997 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016831","R2461A01003","POLICY-DRIVEN QUALITY OF SERVICE MANAGEMENT FOR DISTURBE","2009-09-11","2002-11-01","RNW","Accepted","Closed","2003-04-01","2008-03-31","N","0.000","N","N","$313,320.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2002 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016832","R2461A01004","POLICY-BASED MANAGEMENT SYSTEMS FOR DISTRIBUTED SYSTEMS","2009-09-11","2007-11-01","RNW","Accepted","Accepted","2008-04-01","2014-03-31","N","0.000","N","N","$613,750.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016833","R2461A02","SYSTEM AND NETWORK PERFORMANCE AND APPLICATION MANAGEMEN","2009-09-11","1997-04-30","NEW","Accepted","Closed","1998-04-01","1999-03-31","N","0.000","N","N","$55,250.00","NETWORK CENTRES OF EXCELLENCE","CANADIAN INSTITUTE FOR TELECOMMUNICATIONS RESEARCH","1997 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016834","R2461A03","RESEARCH IN ELECTRONIC COMMERCE","2009-09-11","1998-06-01","NEW","Accepted","Closed","1998-07-01","2002-12-31","N","0.000","N","N","$18,000.00","IBM CANADA LTD","VISITING SCIENTIST","1998 - CONVERSION","FR0P Conversion"
"Lutfiyya,Hanan","Lutfiyya,Hanan","PI",231100,"Computer Science","0000016835","R2461A04","SYSTEM & NETWORK PERFORMANCE & APPLICATION MANAGEMENT","2009-09-11","1998-10-01","NEW","Accepted","Closed","1998-04-01","1999-03-31","N","0.000","N","N","$2,813.00","NETWORK CENTRES OF EXCELLENCE","CANADIAN INSTITUTE FOR TELECOMMUNICATIONS RESEARCH","1998 - CONVERSION","FR0P Conversion"
