"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017973","R3450A07","LARGE-SCALE COMPUTATIONAL SIMULATIONS AND DATA ASSIMILAT","2009-09-11","2004-05-15","NEW","Accepted","Closed","2005-09-20","2012-03-31","N","0.000","N","N","$150,000.00","ONTARIO MINISTRY RESEARCH & INNOVATION","EARLY RESEARCHER AWARD","2004 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017974","R3450A04","A PARALLEL IMPLEMENTATION OF A GENETIC ALGORITHM INVERSI","2009-09-11","2004-03-15","NEW","Accepted","Closed","2004-07-01","2006-06-30","N","0.000","N","N","$7,500.00","ACADEMIC DEVELOPMENT FUND","ADF GRANT PROGRAM","2004 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017975","","STUDY OF GROUNDWATER CHANGE IN THE GREAT LAKES REGION OF","2009-09-11","2004-08-08","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$0.00","EUROPEAN SPACE AGENCY","CATAGORY 1","2004 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017977","R3450A05","PATTERN ANALYSIS TECHNIQUES FOR THE STUDY OF EARTHQUAKE","2009-09-11","2004-11-01","NEW","Accepted","Closed","2005-01-01","2006-12-31","N","0.000","N","N","$15,000.00","Institute for Catastrophic Loss Reductio","RESEARCH GRANT","2004 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017978","","EARTHQUAKE FORCASTING IN CANADA","2009-09-11","2005-12-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$15,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COLLABORATIVE RESEARCH & DEVELOPMENT GRANT","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017979","R3450000","OVERHEAD RECOVERY","2009-09-11","2005-11-28","ICA","Accepted","Accepted","2003-02-01","2014-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017980","R3450A08","NSERC AND BENFEILD/ICLR INDUSTRIAL RESEARCH CHAIR IN EAR","2009-09-11","2005-03-22","NEW","Accepted","Closed","2006-09-01","2012-08-31","N","0.000","N","N","$150,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","INDUSTRIAL RESEARCH CHAIR PROGRAM","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017981","R3450A06","NSERC AND BENFEILD/ICLR INDUSTRIAL RESEARCH CHAIR IN EAR","2009-09-11","2005-02-01","NEW","Accepted","Closed","2006-01-01","2012-08-31","N","0.000","N","N","$625,000.00","Institute for Catastrophic Loss Reductio","RESEARCH GRANT","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017982","","LOI -HAZARD REDUCTION THROUGH CONTINUOUS GEODETIC MONITO","2009-09-11","2006-06-30","NEW","Withdrawn","","0000-00-00","0000-00-00","N","0.000","N","N","$3,750,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC NETWORK GRANTS","2006 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017983","R3450A09","CONTINUOUS GPS INSTALLATION FOR MONITORING LONG-TERM GEO","2009-09-11","2006-11-15","NEW","Accepted","Closed","2007-05-01","2011-04-30","N","0.000","N","N","$71,024.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2006 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017984","","GEODETIC IN CANADIAN HAZARD AND RISK MONITORING","2009-09-11","2007-05-31","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC NETWORK GRANTS","2002 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017985","R3450A10","COLLABORATIVE RESEARCH PUNCTUATED EQUILIBRIUM AND EARTHQ","2009-09-11","2008-04-09","NEW","Accepted","Closed","2008-02-01","2011-01-31","N","0.000","N","N","$14,800.00","SOUTHERN CALIFORNIA EARTHQUAKE CENTRE","RESEARCH GRANT","2008 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017986","","GSEP - SAHU, SITANSHU","2009-09-11","2007-11-09","NEW","Withdrawn","","0000-00-00","0000-00-00","N","0.000","N","N","$10,000.00","FOREIGN AFFAIRS INTL TRADE CANADA","GRADUATE STUDENT EXCHANGE PROGRAMS","2007 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017987","R3450A11","GUIDELINES FOR DEVELOPEMTN OF RE-ENTRY PROTOCOLS IN SEIS","2009-09-11","2007-09-15","NEW","Accepted","Closed","2008-09-01","2010-08-31","N","0.000","N","N","$49,500.00","WORKPLACE SAFETY INSURANCE BOARD","RESEARCH GRANT","2007 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017988","R3450A12","REDUCING URBAN SEISMIC RISK","2009-09-11","2008-02-25","NEW","Accepted","Accepted","2008-09-30","2013-09-29","N","0.000","N","N","$92,362.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC NETWORK GRANTS","2008 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017989","","POLARIS","2009-09-11","2008-03-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","MAJOR RESOURCES SUPPORT PROGRAM","2008 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000017990","","DEVELOPMENT OF SOFTWARE TOOLS FOR INTEGRATED PROCESSING","2009-09-11","2009-02-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$50,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN INNOVATION FUND","2009- CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000018605","X1277B18","NSERC AND BENFEILD/ICLR INDUSTRIAL RESEARCH CHAIR IN EAR","2009-09-11","2005-12-31","NEW","Accepted","Closed","2006-09-01","2011-08-31","N","0.000","N","N","$232,760.00","Institute for Catastrophic Loss Reductio","IRC SALARY SUPPORT","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000018618","X1277B24","VISITING UNIVERSITY SCHOLAR PROGRAM - MOHANTY, WILLIAM","2009-09-11","2008-02-29","NEW","Accepted","Closed","2008-06-01","2009-05-31","N","0.000","N","N","$2,295.00","RW INTERNAL RESEARCH PROGRAMS","VISITING UNIVERSITY SCHOLAR PROGRAM","2008 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000018744","X1277A95","OVERHEAD RECOVERY - TIAMPO, KRISTY","2009-09-11","2003-01-01","NEW","Accepted","Closed","2003-02-01","2006-04-30","N","0.000","N","N","$1.00","UWO RESEARCH OVERHEADS","ALLOCATIONS FROM RESEARCH OVERHEADS","2003 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000018764","X1277B17","NSERC AND BENFEILD/ICLR INDUSTRIAL RESEARCH CHAIR IN EAR","2009-09-11","2005-03-22","NEW","Accepted","Closed","2006-09-01","2011-08-31","N","0.000","N","N","$475,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","INDUSTRIAL RESEARCH CHAIR PROGRAM","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000018826","X3551A06","IOF - TIAMPO - COMPUTATIONAL LABORATORY FOR FAULT SYSTEM","2009-09-11","2005-02-21","NEW","Accepted","Closed","2004-04-01","2011-03-31","N","0.000","N","N","$38,718.00","CANADA FOUNDATION INNOVATION","INFRASTRUCTURE OPERATING FUND","2005 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000022004","W3680A01","COMPUTATIONAL LABORATORY FOR FAULT SYSTEM MODELING, ANAL","2009-09-11","2003-06-16","NEW","Accepted","Closed","2004-09-01","2005-10-31","N","0.000","N","N","$138,490.00","CANADA FOUNDATION INNOVATION","NEW OPPORTUNITIES","2003 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000022005","W3680A02","COMPUTATIONAL LABORATORY FOR FAULT SYSTEM MODELING, ANAL","2009-09-11","2003-06-16","NEW","Accepted","Closed","2004-10-01","2006-04-30","N","0.000","N","N","$138,490.00","ONT INNOVATION TRUST","CFI NEW OPPORTUNITIES MATCHING","2003 - CONVERSION","FR0P Conversion"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000024559","R3450A13","UWO Internal Science Doctoral Supervision Grant, Tiampo","2009-12-08","2009-12-08","NEW","Accepted","Accepted","2009-12-01","2014-04-30","N","0.000","N","N","$3,000.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2009 OPEN COMPETITION","Research Support"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000025684","","Towards Assimilation and Visualization of Exa-Scale Data","2010-05-18","2010-08-25","LOI","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$0.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","G8 RSRCH COUNCILS INITIATIVE: MULTILATERAL RESEARCH FUNDING","2010 SUMMER COMPETITION - FULL APPLICATION","Collaborative Research"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000025747","","NSERC Steacie Application, Kristy F. Tiampo","2010-05-27","2010-06-07","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$250,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","E W R STEACIE MEMORIAL FELLOWSHIPS","2010 SUMMER COMPETITON","Earthquake Physics"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000027209","","Development of Software Tools for Integrated Processing","2010-11-08","2009-02-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$47,000.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN INNOVATION FUND","2009- CONVERSION","Remote Sensing"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000028223","R3450A14","Faculty Scholar Award","2011-04-28","2011-05-01","NEW","Accepted","Accepted","2011-05-01","2013-04-30","N","0.000","N","N","$14,000.00","UWO INTERNAL SCIENCE","FACULTY SCHOLAR AWARD","2011 AWARD","Research Support"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000028262","","Relationships between background seismicity, seismicity","2011-05-09","2011-05-18","NEW","Declined","","0000-00-00","0000-00-00","P","42.100","N","N","$25,180.12","U S GEOLOGICAL SURVEY","EARTHQUAKE HAZARDS PROGRAM EXTERNAL RESEARCH SUPPORT","2011 SPRING COMPETITION","Earth Sciences"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000028322","","NSERC Steacie Award","2011-05-20","2011-06-07","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$0.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","E W R STEACIE MEMORIAL FELLOWSHIPS","2011 SUMMER COMPETITON","Earthquake Hazard Forecasting"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Geophysics"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Computational Methods"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000030520","","Stream computing and analytics for real-time hazard pred","2012-03-26","2012-04-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$387,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2012 SPRING COMPETITION","Hazard Reduction"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031289","X1402A14","Gonzalez, Pablo - Banting Fellowship Support","2012-09-06","2012-09-06","NEW","Accepted","Accepted","2012-09-01","2013-04-30","N","0.000","N","N","$5,000.00","UWO INTERNAL SCIENCE","FELLOWSHIP RESEARCH SUPPORT","2012 OPEN FUNDING","Research Support"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031406","","Glacial Evolution in the Canadian Arctic Archipelago thr","2012-09-17","2012-10-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$3,035,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","CLIMATE CHANGE AND ATMOSPHERIC RESEARCH","2012 FALL COMPETITION - FULL APPLICATION","Climate Variability"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031406","","Glacial Evolution in the Canadian Arctic Archipelago thr","2012-09-17","2012-10-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$3,035,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","CLIMATE CHANGE AND ATMOSPHERIC RESEARCH","2012 FALL COMPETITION - FULL APPLICATION","Geodesy"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031406","","Glacial Evolution in the Canadian Arctic Archipelago thr","2012-09-17","2012-10-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$3,035,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","CLIMATE CHANGE AND ATMOSPHERIC RESEARCH","2012 FALL COMPETITION - FULL APPLICATION","Glaciers"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031566","R3450A16","Shallow subsurface structure of flank collapse structure","2012-09-27","2012-10-15","NEW","Accepted","Accepted","2013-01-01","2013-12-31","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2012 FALL COMPETITION","Geophysics"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031566","R3450A16","Shallow subsurface structure of flank collapse structure","2012-09-27","2012-10-15","NEW","Accepted","Accepted","2013-01-01","2013-12-31","N","0.000","N","N","$8,500.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - SMALL GRANTS PROGRAM","2012 FALL COMPETITION","Hazard Reduction"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000031601","R3450A15","Gonzalez,Pablo - Research Portion,  Banting Fellow","2012-10-02","2012-09-12","NEW","Accepted","Accepted","2012-10-01","2014-09-30","N","0.000","N","N","$10,000.00","BANTING POSTDOCTORAL FELLOWSHIPS","BANTING PDF - RESEARCH ALLOWANCE","2012 FUNDING","Research Support"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000032826","","Simple proxies for risk analysis and natural hazard esti","2013-02-19","2013-02-19","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","Y","Y","$45,000.00","NETWORK CENTRES OF EXCELLENCE","MITACS ACCELERATE INTERNSHIP","2013 OPEN COMPETITION","Graduate Students"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000033265","","MED-SUV' MEDiterranean SUpersite Volcanoes","2013-04-24","2011-10-20","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$0.00","EUROPEAN COMMISSION RESEARCH DIRECTORATE","SEVENTH FRAMEWORK PROGRAMME: COOPERATION","2012 ENVIROMENT COMPETITION","Hazard Reduction"
"Tiampo,Kristy","Tiampo,Kristy","PI",230700,"Earth Sciences","0000033265","","MED-SUV' MEDiterranean SUpersite Volcanoes","2013-04-24","2011-10-20","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$0.00","EUROPEAN COMMISSION RESEARCH DIRECTORATE","SEVENTH FRAMEWORK PROGRAMME: COOPERATION","2012 ENVIROMENT COMPETITION","Mediterranean"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000018173","","INTRODUCTION OF NITROGEN-FIXING BACTERIUM, ACETOBACTER D","2009-09-11","2004-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$390,000.00","ST MARY'S FUND","GRANT","2004 - CONVERSION","FR0P Conversion"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000018174","","STUDY PRUNUS ELF4E, ELF(ISO)4E GENES AND DEVELOP STRATEG","2009-09-11","2006-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$148,600.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2006 - CONVERSION","FR0P Conversion"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000018175","","INTRODUCTION OF NITEOGEN FIXING BACTERIUM, GLUCONACETOBA","2009-09-11","2008-04-15","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$446,500.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","STRATEGIC PROJECT GRANTS","2008 - CONVERSION","FR0P Conversion"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000018176","","STUDY OF GENE EXPRESSION IN ARTIFICIAL SEEDS FOR RECOMBI","2009-09-11","2008-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$184,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2008 - CONVERSION","FR0P Conversion"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000023754","","Study gene expression in somatic embryos","2009-10-16","2009-11-01","NEW","Withdrawn","","0000-00-00","0000-00-00","N","0.000","N","N","$114,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2009 FALL COMPETITION","Plant or Soil Nutrient Bioavailability"
"Tian,Lining","Tian,Lining","PI",231200,"Department of Biology","0000031918","R3609A01","Towards biological nitrogen fixation in monocot plants -","2012-10-22","2012-11-01","NEW","Accepted","Accepted","2013-04-01","2014-03-31","N","0.000","N","N","$140,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Plant or Soil Nutrient Bioavailability"
"Timoshenko,Alexander","Timoshenko,Alexander","PI",231200,"Department of Biology","0000031955","","Glycobiology of cellular stress responses","2012-10-23","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$199,200.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Cell Biology"
"Timoshenko,Alexander","Timoshenko,Alexander","PI",231200,"Department of Biology","0000033288","","Lectin-based functional glycomics: a tool for biorespons","2013-04-26","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$16,285.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - SEED GRANT","2013 SPRING COMPETITION","Cell Biology"
"Timoshenko,Alexander","Timoshenko,Alexander","PI",231200,"Department of Biology","0000033288","","Lectin-based functional glycomics: a tool for biorespons","2013-04-26","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$16,285.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - SEED GRANT","2013 SPRING COMPETITION","Glycobiology"
"Timoshenko,Alexander","Timoshenko,Alexander","PI",231200,"Department of Biology","0000033288","","Lectin-based functional glycomics: a tool for biorespons","2013-04-26","2013-04-30","NEW","Pending Approval","","0000-00-00","0000-00-00","N","0.000","Y","Y","$16,285.00","RW INTERNAL RESEARCH PROGRAMS","WESTERN STRATEGIC SUPPORT FOR NSERC SUCCESS - SEED GRANT","2013 SPRING COMPETITION","Reactive Oxygen Species"
"Tolman,Jennifer Sarah","Tolman,Jennifer Sarah","PI",231000,"Zoology","0000018888","X2360A01","EFFEC.& FATE-PESTICIDES IN ENV","2009-09-11","1988-09-06","NEW","Accepted","Closed","1988-09-01","2003-04-30","N","0.000","N","N","$148,811.00","PRIVATE DONATIONS EXTERNAL","PRIV DON EXTERNAL ZOOLOGY","1988 - CONVERSION","FR0P Conversion"
